Adresse,Date Debut,Description,Heure Debut,Titre,Titre + Description
"1 rue Rabelais, 92130 Issy-les-moulineaux",09/04/2017,Issy-les-Moulineaux accueillera un match du championnat de France de Volley.,1899-12-30 14:00:00,Issy Volley vs St Michel Sports Marquette,Issy Volley vs St Michel Sports Marquette --- Issy-les-Moulineaux accueillera un match du championnat de France de Volley.
"1 rue Rabelais, 92130 Issy-les-moulineaux",13/05/2018,Journée 16 - ProB,1899-12-30 15:30:00,Tennis de Table masculin : EPI vs Nantes,Tennis de Table masculin : EPI vs Nantes --- Journée 16 - ProB
"1 rue Rabelais, 92130 Issy-les-moulineaux",20/07/2020,Le club de l'Entente Pongiste Isséenne organise des stages de tennis de table pendant les vacances d'été pour les enfants de 7 à 17 ans.,1899-12-30 09:30:00,Stages de tennis de table été 2020,Stages de tennis de table été 2020 --- Le club de l'Entente Pongiste Isséenne organise des stages de tennis de table pendant les vacances d'été pour les enfants de 7 à 17 ans.
"1 rue Rabelais, 92130 Issy-les-moulineaux",22/01/2017,11ème journée du Championnat pour l'équipe masculine de l'IMVB qui évolue en Nationale 3.,1899-12-30 14:00:00,Volleyball masculin: Issy Volley reçoit l'Étoile Sportive d'Arques,Volleyball masculin: Issy Volley reçoit l'Étoile Sportive d'Arques --- 11ème journée du Championnat pour l'équipe masculine de l'IMVB qui évolue en Nationale 3.
"1 rue Rabelais, 92130 Issy-les-moulineaux",26/06/2023,Entraînement découverte de Foot Loisir Santé au GPSO 92 Issy - Club 100% Féminin,1899-12-30 20:00:00,Football féminin Portes ouvertes,Football féminin Portes ouvertes --- Entraînement découverte de Foot Loisir Santé au GPSO 92 Issy - Club 100% Féminin
1 Rue Rouget de Lisle 92130 Issy-les-Moulineaux,02/02/2024,"16 auteurs talentueux de ""La Ligue de l'Imaginaire"" vous attendent à la halle Biltoki !",1899-12-30 15:30:00,Rencontre exceptionnelle avec La Ligue de l'Imaginaire !,"Rencontre exceptionnelle avec La Ligue de l'Imaginaire ! --- 16 auteurs talentueux de ""La Ligue de l'Imaginaire"" vous attendent à la halle Biltoki !"
1 Rue Rouget de Lisle 92130 Issy-les-Moulineaux,06/07/2023,Célébrez l'été avec les Halles d'Issy avec la Summer Party le jeudi 6 juillet à partir de 18h!,1899-12-30 18:00:00,Summer Party aux Halles d'Issy!,Summer Party aux Halles d'Issy! --- Célébrez l'été avec les Halles d'Issy avec la Summer Party le jeudi 6 juillet à partir de 18h!
1 Rue Rouget de Lisle 92130 Issy-les-Moulineaux,10/06/2023,Evènement organisé par Saperlipopette.inc dans les Halles d'Issy,1899-12-30 09:00:00,Défilé de mode de vêtements d'occasion,Défilé de mode de vêtements d'occasion --- Evènement organisé par Saperlipopette.inc dans les Halles d'Issy
1 Rue Rouget de Lisle 92130 Issy-les-Moulineaux,10/11/2023,"Venez célébrer l'anniversaire des Halles d'Issy. Pour fêter cela, deux jours de festivités et d'animations gastronomiques sont organisés le vendredi 10 et samedi 11 novembre.",1899-12-30 18:00:00,Le premier anniversaire des Halles d'Issy !,"Le premier anniversaire des Halles d'Issy ! --- Venez célébrer l'anniversaire des Halles d'Issy. Pour fêter cela, deux jours de festivités et d'animations gastronomiques sont organisés le vendredi 10 et samedi 11 novembre."
1 Rue Rouget de Lisle 92130 Issy-les-Moulineaux,17/11/2022,"Dans le cadre de l'inauguration des Halles d'Issy qui a eu lieu le 2 novembre dernier, un grand weekend de festivités est organisé du 17 au 20 novembre !",1899-12-30 18:30:00,Issyko Bestak - les fêtes des Halles d'Issy,"Issyko Bestak - les fêtes des Halles d'Issy --- Dans le cadre de l'inauguration des Halles d'Issy qui a eu lieu le 2 novembre dernier, un grand weekend de festivités est organisé du 17 au 20 novembre !"
1 Rue Rouget de Lisle 92130 Issy-les-Moulineaux,23/09/2023,"À l'occasion de la fête de la gastronomie, les Halles d'Issy vous concoctent une journée pleine d'animations pour tout le monde !",1899-12-30 09:00:00,Fête de la gastronomie!,"Fête de la gastronomie! --- À l'occasion de la fête de la gastronomie, les Halles d'Issy vous concoctent une journée pleine d'animations pour tout le monde !"
"1, boulevard Garibaldi Issy",05/09/2020,La salle MurMur Issy vous accueille pour ses journées portes ouvertes!,1899-12-30 09:00:00,Journées portes ouvertes de MurMur Issy ce week-end,Journées portes ouvertes de MurMur Issy ce week-end --- La salle MurMur Issy vous accueille pour ses journées portes ouvertes!
"1, rue Foucher Leplletier",25/12/2017,Retrouvez les pharmacies de garde du mois de décembre,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de décembre
"1, rue Jules Guesde Issy-les-Moulineaux",23/01/2022,Retrouvez les pharmacies de garde du mois de janvier.,1899-12-30 09:00:00,Info pratique | Pharmacie de garde dimanche 23 janvier,Info pratique | Pharmacie de garde dimanche 23 janvier --- Retrouvez les pharmacies de garde du mois de janvier.
"1, rue Jules Guesde Issy-les-Moulineaux",26/05/2022,Retrouvez les pharmacies de garde du mois de mai.,1899-12-30 09:00:00,Info pratique | Pharmacie de garde du jeudi 26 mai,Info pratique | Pharmacie de garde du jeudi 26 mai --- Retrouvez les pharmacies de garde du mois de mai.
"1, rue Pierre-Antoine Berryer, 92130 Issy-les-Moulineaux",23/11/2016,En maximum 10 minutes les intervenants partagent une idée qui mérite d’être diffusée. Une idée innovante dans l’objectif d’inspirer et de changer le monde,1899-12-30 14:00:00,"TEDx Issy-les-Moulineaux : ""Vivre Ensemble Demain: Rêve ou Cauchemar ?""","TEDx Issy-les-Moulineaux : ""Vivre Ensemble Demain: Rêve ou Cauchemar ?"" --- En maximum 10 minutes les intervenants partagent une idée qui mérite d’être diffusée. Une idée innovante dans l’objectif d’inspirer et de changer le monde"
"1, rue Pierre-Antoine Berryer. 92130 ISSY-LES-MOULINEAUX",13/09/2023,Junseok Mo s'expose à l'EFB.,1899-12-30 09:00:00,Une sculpture de la Biennale à l'Ecole de Formation des Barreaux,Une sculpture de la Biennale à l'Ecole de Formation des Barreaux --- Junseok Mo s'expose à l'EFB.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,01/05/2021,Retrouvez les pharmacies de garde du mois de mai,1899-12-30 10:00:00,Info pratique | Pharmacie de garde samedi 1er mai,Info pratique | Pharmacie de garde samedi 1er mai --- Retrouvez les pharmacies de garde du mois de mai
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,01/08/2021,Retrouvez les pharmacies de garde du mois d'août,1899-12-30 09:00:00,Info pratique | Pharmacie de garde dimanche 1er août,Info pratique | Pharmacie de garde dimanche 1er août --- Retrouvez les pharmacies de garde du mois d'août
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,02/07/2017,Retrouvez les pharmacies de garde du mois de juillet.,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de juillet.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,03/01/2021,Retrouvez les pharmacies de garde du mois de janvier,1899-12-30 10:00:00,Info pratique | Pharmacie de garde dimanche 3 janvier.,Info pratique | Pharmacie de garde dimanche 3 janvier. --- Retrouvez les pharmacies de garde du mois de janvier
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,09/02/2020,Retrouvez les pharmacies de garde du mois de février.,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de février.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,11/10/2020,Retrouvez les pharmacies de garde du mois d'octobre.,1899-12-30 09:00:00,Info pratique | Pharmacie de garde dimanche 11 octobre,Info pratique | Pharmacie de garde dimanche 11 octobre --- Retrouvez les pharmacies de garde du mois d'octobre.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,14/05/2017,Retrouvez les pharmacies de garde du mois de mai.,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de mai.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,14/07/2019,Retrouvez les pharmacies de garde du mois de juin.,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de juin.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,14/07/2022,Retrouvez les pharmacies de garde du mois de juillet.,1899-12-30 09:00:00,Info pratique | Pharmacie de garde du jeudi 14 juillet,Info pratique | Pharmacie de garde du jeudi 14 juillet --- Retrouvez les pharmacies de garde du mois de juillet.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,15/04/2018,Retrouvez les pharmacies de garde du mois d'avril.,1899-12-30 09:00:00,Pharmacie de garde.,Pharmacie de garde. --- Retrouvez les pharmacies de garde du mois d'avril.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,17/03/2019,Retrouvez les pharmacies de garde du mois de mars.,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de mars.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,18/11/2018,Retrouvez les pharmacies de garde du mois de novembre.,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de novembre.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,22/07/2018,Retrouvez les pharmacies de garde du mois de juillet.,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de juillet.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,23/08/2020,Retrouvez les pharmacies de garde du mois d'août.,1899-12-30 10:00:00,Info pratique | Pharmacie de garde ce dimanche 23 août,Info pratique | Pharmacie de garde ce dimanche 23 août --- Retrouvez les pharmacies de garde du mois d'août.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,24/05/2020,Retrouvez les pharmacies de garde du mois de mai.,1899-12-30 09:00:00,Info pratique | Pharmacie de garde ce dimanche 24 mai,Info pratique | Pharmacie de garde ce dimanche 24 mai --- Retrouvez les pharmacies de garde du mois de mai.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,24/12/2017,Retrouvez les pharmacies de garde du mois de décembre,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois de décembre
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,27/03/2022,Retrouvez les pharmacies de garde du mois de mars.,1899-12-30 10:00:00,Info pratique | Pharmacie de garde dimanche 27 mars,Info pratique | Pharmacie de garde dimanche 27 mars --- Retrouvez les pharmacies de garde du mois de mars.
10 cours Ancienne Boulangerie 92130 Issy-les-moulineaux,27/10/2019,Retrouvez les pharmacies de garde du mois d'octobre.,1899-12-30 09:00:00,Pharmacie de garde,Pharmacie de garde --- Retrouvez les pharmacies de garde du mois d'octobre.
"10 rue de Vanves, 92130 Issy-les-Moulineaux",13/05/2022,Développez vos compétences en Intelligence Artificielle en participant à ce Hackathon - Événement gratuit - Tout public (Possibilité d'assister uniquement aux conférences de vendredi),1899-12-30 17:00:00,Hackathon Intelligence Artificielle,Hackathon Intelligence Artificielle --- Développez vos compétences en Intelligence Artificielle en participant à ce Hackathon - Événement gratuit - Tout public (Possibilité d'assister uniquement aux conférences de vendredi)
"10 rue de Vanves, 92130 Issy-les-Moulineaux",13/06/2023,Conférence Financer l'innovation : Comment l'Union Européenne soutient la réussite des projets de demain ?,1899-12-30 17:30:00,Comment l'Union Européenne soutient la réussite des projets de demain ?,Comment l'Union Européenne soutient la réussite des projets de demain ? --- Conférence Financer l'innovation : Comment l'Union Européenne soutient la réussite des projets de demain ?
"10 rue de Vanves, 92130 Issy-les-Moulineaux",13/06/2023,Conférence organisée dans le cadre du Festival #VivaIssy,1899-12-30 17:30:00,"IA, Metavers et Chat GPT : Besoin d’un nouveau test de TURING ?","IA, Metavers et Chat GPT : Besoin d’un nouveau test de TURING ? --- Conférence organisée dans le cadre du Festival #VivaIssy"
"10 rue de Vanves, 92130 Issy-les-Moulineaux",13/06/2023,Conférence organisée dans le cadre du Festival #VivaIssy et des #techdays2023,1899-12-30 15:30:00,Chat GPT accélère les usages dans la smart city,Chat GPT accélère les usages dans la smart city --- Conférence organisée dans le cadre du Festival #VivaIssy et des #techdays2023
"10 rue de Vanves, 92130 Issy-les-Moulineaux",13/06/2023,Conférence organisée par l'Observatoire de veille Cybersécurité by INNOCHERCHE en partenariat avec l'école de Guerre Economique et #VivaIssy,1899-12-30 18:00:00,Comprendre la guerre économique de l'information,Comprendre la guerre économique de l'information --- Conférence organisée par l'Observatoire de veille Cybersécurité by INNOCHERCHE en partenariat avec l'école de Guerre Economique et #VivaIssy
"10 rue de Vanves, 92130 Issy-les-Moulineaux",21/06/2022,"L’IREST, en partenariat avec l’ISEP, organise un cycle de Tables Rondes sur le thème des Villes et Territoires intelligents.",1899-12-30 18:00:00,Evénement partenaire : Villes et territoires intelligents : enjeux et opportunités technologiques,"Evénement partenaire : Villes et territoires intelligents : enjeux et opportunités technologiques --- L’IREST, en partenariat avec l’ISEP, organise un cycle de Tables Rondes sur le thème des Villes et Territoires intelligents."
"10 rue de Vanves, 92130 Issy-les-Moulineaux",25/04/2019,"Olivier Ezratty, consultant interviendra sur « Les usages de l’IA en 2019 » et Patrick Wang, enseignant-chercheur de l'ISEP évoquera l'IA et les fake news",1899-12-30 17:30:00,"Conférence ""Les usages de l'IA""","Conférence ""Les usages de l'IA"" --- Olivier Ezratty, consultant interviendra sur « Les usages de l’IA en 2019 » et Patrick Wang, enseignant-chercheur de l'ISEP évoquera l'IA et les fake news"
"10 rue de Vanves, 92130 Issy-les-Moulineaux",25/11/2022,"Femmes Ingénieures est une association née en 1982. Ses membres sont des personnes physiques femmes ou hommes, exerçant des activités d'ingénieurs et scientifiques et des personnes morales.",1899-12-30 18:00:00,L'association Femmes ingénieures fête ses 40 ans !,"L'association Femmes ingénieures fête ses 40 ans ! --- Femmes Ingénieures est une association née en 1982. Ses membres sont des personnes physiques femmes ou hommes, exerçant des activités d'ingénieurs et scientifiques et des personnes morales."
"10 rue de Vanves, 92130 Issy-les-Moulineaux",26/10/2020,Table-ronde organisée au sujet de la 5G autour de la Smart City,1899-12-30 16:30:00,Table-ronde : quels seront les usages de la 5G pour les Smart cities ?,Table-ronde : quels seront les usages de la 5G pour les Smart cities ? --- Table-ronde organisée au sujet de la 5G autour de la Smart City
"10 rue de Vanves, 92130 Issy-les-Moulineaux",29/11/2022,"A l’occasion du mois de l’Innovation publique et de la chaire IA et Sécurité, conférence sur le sujet de l’IA au service des territoires et des villes intelligentes",1899-12-30 09:00:00,Conférence: l'IA au service des territoires et des villes,"Conférence: l'IA au service des territoires et des villes --- A l’occasion du mois de l’Innovation publique et de la chaire IA et Sécurité, conférence sur le sujet de l’IA au service des territoires et des villes intelligentes"
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",01/02/2018,Yoga prénatal,1899-12-30 11:30:00,Atelier A3N,Atelier A3N --- Yoga prénatal
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",01/10/2019,"avec Margaret Dickason-Clar, consultante en lactation IBCLC.",1899-12-30 10:00:00,Rencontre allaitement maternel A3N,"Rencontre allaitement maternel A3N --- avec Margaret Dickason-Clar, consultante en lactation IBCLC."
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",01/12/2016,"Cette rencontre proposée par l'association A3N vous donnera des informations sur la préparation et le soutien de votre allaitement. Par Myriam Lafage, consultante en lactation.",1899-12-30 10:00:00,Rencontre: l'allaitement maternel,"Rencontre: l'allaitement maternel --- Cette rencontre proposée par l'association A3N vous donnera des informations sur la préparation et le soutien de votre allaitement. Par Myriam Lafage, consultante en lactation."
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",02/02/2018,"Cet atelier de l'association A3N est animé par Fleur-Anne Serre, conseillère en portage des bébés.",1899-12-30 10:00:00,Info-portage des bébés,"Info-portage des bébés --- Cet atelier de l'association A3N est animé par Fleur-Anne Serre, conseillère en portage des bébés."
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",02/03/2017,"Atelier animé par Peggy Buzejic, professeur de yoga. Prenez soin de vous, maintenez votre sérénité et gagnez en tonicité en pratiquant des postures adaptées en fin de grossesse et en postnatal.",1899-12-30 10:30:00,"Atelier A3N: ""Découverte du yoga prénatal""","Atelier A3N: ""Découverte du yoga prénatal"" --- Atelier animé par Peggy Buzejic, professeur de yoga. Prenez soin de vous, maintenez votre sérénité et gagnez en tonicité en pratiquant des postures adaptées en fin de grossesse et en postnatal."
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",02/04/2021,Jeu organisé pour toute la famille,1899-12-30 16:00:00,Animation de Pâques à la Maison Corentin Celton,Animation de Pâques à la Maison Corentin Celton --- Jeu organisé pour toute la famille
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",02/07/2018,"Avec Alice Kibé-Crenn, sophrologue. Séance hebdomadaire pour les futures mamans",1899-12-30 10:00:00,Sophrologie prénatale A3N,"Sophrologie prénatale A3N --- Avec Alice Kibé-Crenn, sophrologue. Séance hebdomadaire pour les futures mamans"
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",02/07/2019,"avec Margaret Dickason-Clar, consultante en lactation IBCLC.",1899-12-30 10:00:00,Rencontre allaitement maternel A3N,"Rencontre allaitement maternel A3N --- avec Margaret Dickason-Clar, consultante en lactation IBCLC."
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",02/11/2016,"Par Géraldine Haegeli, sophrologue.",1899-12-30 10:30:00,"Atelier A3N: ""Découverte de la sophrologie prénatale""","Atelier A3N: ""Découverte de la sophrologie prénatale"" --- Par Géraldine Haegeli, sophrologue."
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",02/12/2016,Réunion de l'association A3N animée par Anaïs Falconer.,1899-12-30 10:00:00,Info-Couches lavables : On s'y met ou pas ?,Info-Couches lavables : On s'y met ou pas ? --- Réunion de l'association A3N animée par Anaïs Falconer.
"10 rue Henri Mayer, 92130 Issy-les-Moulineaux",03/03/2020,"avec Margaret Dickason-Clar, consultante en lactation IBCLC.",1899-12-30 10:00:00,Rencontre allaitement maternel A3N,"Rencontre allaitement maternel A3N --- avec Margaret Dickason-Clar, consultante en lactation IBCLC."
